"allele1"	"allele2"	"LILRB1simScore"	"LILRB2simScore"
HLA-A30:02	HLA-B15:01	0.833333333333333	0.955056179775281
HLA-A30:02	HLA-B15:02	0.733333333333333	0.876404494382022
HLA-A30:02	HLA-B15:03	0.766666666666667	0.898876404494382
HLA-A30:02	HLA-B15:10	0.983333333333333	0.775280898876405
HLA-A30:02	HLA-B15:11	0.9	0.921348314606742
HLA-A30:02	HLA-B15:12	0.7	0.97752808988764
HLA-A30:02	HLA-B15:13	0.966666666666667	0.966292134831461
HLA-A30:02	HLA-B15:16	0.9	0.898876404494382
HLA-A30:02	HLA-B18:01	0.683333333333333	0.707865168539326
HLA-A30:02	HLA-B27:05	0.9	0.707865168539326
HLA-A30:02	HLA-B27:08	0.533333333333333	0.887640449438202
HLA-A30:02	HLA-B35:01	0.75	0.98876404494382
HLA-A30:02	HLA-B38:01	0.85	0.98876404494382
HLA-A30:02	HLA-B39:01	0.766666666666667	0.910112359550562
HLA-A30:02	HLA-B40:01	0.95	1
HLA-A30:02	HLA-B40:02	0.966666666666667	0.921348314606742
HLA-A30:02	HLA-B40:06	0.95	0.876404494382023
HLA-A30:02	HLA-B41:01	0.7	0.98876404494382
HLA-A30:02	HLA-B42:01	0.65	0.97752808988764
HLA-A30:02	HLA-B44:02	0.966666666666667	0.955056179775281
HLA-A30:02	HLA-B44:03	0.966666666666667	0.730337078651685
HLA-A30:02	HLA-B45:01	0.6	0.842696629213483
HLA-A30:02	HLA-B46:01	0.833333333333333	0.808988764044944
HLA-A30:02	HLA-B48:01	0.883333333333333	0.865168539325843
HLA-A30:02	HLA-B49:01	0.75	0.820224719101124
HLA-A30:02	HLA-B50:01	0.916666666666667	0.910112359550562
HLA-A30:02	HLA-B51:01	0.95	0.932584269662921
HLA-A30:02	HLA-B51:02	0.966666666666667	0.921348314606742
HLA-A30:02	HLA-B52:01	0.816666666666667	0.842696629213483
HLA-A30:02	HLA-B53:01	0.75	0.921348314606742
HLA-A30:02	HLA-B54:01	0.933333333333333	0.842696629213483
HLA-A30:02	HLA-B55:01	1	0.865168539325843
HLA-A30:02	HLA-B56:01	0.933333333333333	0.853932584269663
HLA-A30:02	HLA-B57:01	0.766666666666667	0.651685393258427
HLA-A30:02	HLA-B57:03	0.916666666666667	0.831460674157303
HLA-A30:02	HLA-B58:01	0.7	0.685393258426966
HLA-A30:02	HLA-B59:01	0.95	0.966292134831461
HLA-A30:02	HLA-B67:01	0.566666666666667	0.98876404494382
HLA-A30:02	HLA-B73:01	0.8	0.853932584269663
HLA-A30:02	HLA-B78:01	0.783333333333333	0.640449438202247
HLA-A30:02	HLA-B81:01	0.816666666666667	0.887640449438202
HLA-A30:02	HLA-B82:01	0.75	0.98876404494382
HLA-A30:02	HLA-C01:02	0.716666666666667	0.98876404494382
HLA-A30:02	HLA-C02:02	0.966666666666667	0.842696629213483
HLA-A30:02	HLA-C03:02	0.866666666666667	0.876404494382022
HLA-A30:02	HLA-C03:03	0.983333333333333	0.887640449438202
HLA-A30:02	HLA-C03:04	0.7	0.966292134831461
HLA-A30:02	HLA-C04:01	0.716666666666667	0.752808988764045
HLA-A30:02	HLA-C05:01	0.95	0.898876404494382
HLA-A30:02	HLA-C06:02	0.833333333333333	0.595505617977528
HLA-A30:02	HLA-C07:02	0.9	0.752808988764045
HLA-A30:02	HLA-C08:01	0.983333333333333	0.955056179775281
HLA-A30:02	HLA-C12:03	1	0.842696629213483
HLA-A30:02	HLA-C14:02	0.916666666666667	0.887640449438202
HLA-A30:02	HLA-C15:02	0.75	0.943820224719101
HLA-A30:02	HLA-C16:01	0.883333333333333	0.887640449438202
HLA-A30:02	HLA-C17:01	0.783333333333333	0.853932584269663
HLA-A30:02	HLA-C18:02	0.866666666666667	0.764044943820225
HLA-A31:01	HLA-A32:01	0.766666666666667	0.887640449438202
HLA-A31:01	HLA-A33:01	0.716666666666667	0.887640449438202
HLA-A31:01	HLA-A33:03	0.8	0.797752808988764
HLA-A31:01	HLA-A34:01	0.833333333333333	0.898876404494382
HLA-A31:01	HLA-A34:02	0.966666666666667	0.97752808988764
HLA-A31:01	HLA-A36:01	0.933333333333333	0.910112359550562
HLA-A31:01	HLA-A43:01	0.716666666666667	0.898876404494382
HLA-A31:01	HLA-A66:01	0.966666666666667	0.696629213483146
HLA-A31:01	HLA-A66:02	0.933333333333333	0.943820224719101
HLA-A31:01	HLA-A68:01	0.816666666666667	0.943820224719101
HLA-A31:01	HLA-A68:02	0.783333333333333	0.943820224719101
HLA-A31:01	HLA-A69:01	0.9	0.808988764044944
HLA-A31:01	HLA-A74:01	0.666666666666667	0.943820224719101
HLA-A31:01	HLA-A74:02	0.666666666666667	0.943820224719101
HLA-A31:01	HLA-A80:01	0.8	0.910112359550562
HLA-A31:01	HLA-B07:02	0.966666666666667	0.910112359550562
HLA-A31:01	HLA-B08:01	0.766666666666667	0.898876404494382
HLA-A31:01	HLA-B13:01	0.8	0.97752808988764
HLA-A31:01	HLA-B13:02	0.9	0.887640449438202
HLA-A31:01	HLA-B14:01	0.95	0.910112359550562
HLA-A31:01	HLA-B14:02	0.95	0.696629213483146
HLA-A31:01	HLA-B15:01	0.883333333333333	0.955056179775281
HLA-A31:01	HLA-B15:02	0.783333333333333	0.786516853932584
HLA-A31:01	HLA-B15:03	0.816666666666667	0.98876404494382
HLA-A31:01	HLA-B15:10	0.966666666666667	0.685393258426966
HLA-A31:01	HLA-B15:11	0.95	0.98876404494382
HLA-A31:01	HLA-B15:12	0.75	0.887640449438202
HLA-A31:01	HLA-B15:13	0.916666666666667	0.876404494382023
HLA-A31:01	HLA-B15:16	0.95	0.808988764044944
HLA-A31:01	HLA-B18:01	0.733333333333333	0.797752808988764
HLA-A31:01	HLA-B27:05	0.95	0.617977528089888
HLA-A31:01	HLA-B27:08	0.583333333333333	0.797752808988764
HLA-A31:01	HLA-B35:01	0.8	0.921348314606742
HLA-A31:01	HLA-B38:01	0.9	0.898876404494382
HLA-A31:01	HLA-B39:01	0.816666666666667	0.820224719101124
HLA-A31:01	HLA-B40:01	0.9	0.910112359550562
HLA-A31:01	HLA-B40:02	0.983333333333333	0.831460674157303
HLA-A31:01	HLA-B40:06	1	0.966292134831461
HLA-A31:01	HLA-B41:01	0.75	0.898876404494382
HLA-A31:01	HLA-B42:01	0.7	0.887640449438202
HLA-A31:01	HLA-B44:02	0.916666666666667	0.865168539325843
HLA-A31:01	HLA-B44:03	0.916666666666667	0.640449438202247
HLA-A31:01	HLA-B45:01	0.65	0.932584269662921
HLA-A31:01	HLA-B46:01	0.883333333333333	0.898876404494382
HLA-A31:01	HLA-B48:01	0.833333333333333	0.955056179775281
HLA-A31:01	HLA-B49:01	0.7	0.730337078651685
HLA-A31:01	HLA-B50:01	0.966666666666667	0.820224719101124
HLA-A31:01	HLA-B51:01	0.9	0.977528089887641
HLA-A31:01	HLA-B51:02	0.983333333333333	0.831460674157303
HLA-A31:01	HLA-B52:01	0.766666666666667	0.932584269662921
HLA-A31:01	HLA-B53:01	0.8	0.98876404494382
HLA-A31:01	HLA-B54:01	0.983333333333333	0.752808988764045
HLA-A31:01	HLA-B55:01	0.95	0.955056179775281
HLA-A31:01	HLA-B56:01	0.983333333333333	0.764044943820225
HLA-A31:01	HLA-B57:01	0.716666666666667	0.561797752808989
HLA-A31:01	HLA-B57:03	0.966666666666667	0.741573033707865
HLA-A31:01	HLA-B58:01	0.65	0.595505617977528
HLA-A31:01	HLA-B59:01	0.9	0.876404494382023
HLA-A31:01	HLA-B67:01	0.616666666666667	0.921348314606742
HLA-A31:01	HLA-B73:01	0.85	0.943820224719101
HLA-A31:01	HLA-B78:01	0.833333333333333	0.730337078651685
HLA-A31:01	HLA-B81:01	0.866666666666667	0.97752808988764
HLA-A31:01	HLA-B82:01	0.8	0.921348314606742
HLA-A31:01	HLA-C01:02	0.666666666666667	0.898876404494382
HLA-A31:01	HLA-C02:02	0.916666666666667	0.932584269662921
HLA-A31:01	HLA-C03:02	0.816666666666667	0.786516853932584
HLA-A31:01	HLA-C03:03	0.933333333333333	0.797752808988764
HLA-A31:01	HLA-C03:04	0.75	0.876404494382023
HLA-A31:01	HLA-C04:01	0.666666666666667	0.662921348314607
HLA-A31:01	HLA-C05:01	1	0.98876404494382
HLA-A31:01	HLA-C06:02	0.883333333333333	0.685393258426966
HLA-A31:01	HLA-C07:02	0.85	0.842696629213483
HLA-A31:01	HLA-C08:01	0.966666666666667	0.865168539325843
HLA-A31:01	HLA-C12:03	0.95	0.932584269662921
HLA-A31:01	HLA-C14:02	0.866666666666667	0.97752808988764
HLA-A31:01	HLA-C15:02	0.8	0.966292134831461
HLA-A31:01	HLA-C16:01	0.833333333333333	0.97752808988764
HLA-A31:01	HLA-C17:01	0.733333333333333	0.764044943820225
HLA-A31:01	HLA-C18:02	0.916666666666667	0.853932584269663
HLA-A32:01	HLA-A33:01	0.95	1
HLA-A32:01	HLA-A33:03	0.966666666666667	0.910112359550562
HLA-A32:01	HLA-A34:01	0.933333333333333	0.98876404494382
HLA-A32:01	HLA-A34:02	0.733333333333333	0.910112359550562
HLA-A32:01	HLA-A36:01	0.833333333333333	0.797752808988764
HLA-A32:01	HLA-A43:01	0.95	0.786516853932584
HLA-A32:01	HLA-A66:01	0.733333333333333	0.808988764044944
HLA-A32:01	HLA-A66:02	0.833333333333333	0.943820224719101
HLA-A32:01	HLA-A68:01	0.95	0.831460674157303
HLA-A32:01	HLA-A68:02	0.983333333333333	0.831460674157303
HLA-A32:01	HLA-A69:01	0.866666666666667	0.921348314606741
HLA-A32:01	HLA-A74:01	0.9	0.943820224719101
HLA-A32:01	HLA-A74:02	0.9	0.943820224719101
HLA-A32:01	HLA-A80:01	0.966666666666667	0.977528089887641
HLA-A32:01	HLA-B07:02	0.8	0.977528089887641
HLA-A32:01	HLA-B08:01	0.533333333333333	0.98876404494382
HLA-A32:01	HLA-B13:01	0.966666666666667	0.910112359550562
HLA-A32:01	HLA-B13:02	0.866666666666667	0.775280898876405
HLA-A32:01	HLA-B14:01	0.716666666666667	0.797752808988764
HLA-A32:01	HLA-B14:02	0.816666666666667	0.584269662921348
HLA-A32:01	HLA-B15:01	0.65	0.842696629213483
HLA-A32:01	HLA-B15:02	0.55	0.674157303370787
HLA-A32:01	HLA-B15:03	0.583333333333333	0.898876404494382
HLA-A32:01	HLA-B15:10	0.8	0.573033707865169
HLA-A32:01	HLA-B15:11	0.716666666666667	0.876404494382023
HLA-A32:01	HLA-B15:12	0.516666666666667	0.775280898876405
HLA-A32:01	HLA-B15:13	0.85	0.764044943820225
HLA-A32:01	HLA-B15:16	0.716666666666667	0.696629213483146
HLA-A32:01	HLA-B18:01	0.5	0.910112359550562
HLA-A32:01	HLA-B27:05	0.716666666666667	0.50561797752809
HLA-A32:01	HLA-B27:08	0.35	0.685393258426966
HLA-A32:01	HLA-B35:01	0.566666666666667	0.808988764044944
HLA-A32:01	HLA-B38:01	0.666666666666667	0.786516853932584
HLA-A32:01	HLA-B39:01	0.583333333333333	0.707865168539326
HLA-A32:01	HLA-B40:01	0.866666666666667	0.797752808988764
HLA-A32:01	HLA-B40:02	0.783333333333333	0.719101123595506
HLA-A32:01	HLA-B40:06	0.766666666666667	0.921348314606742
HLA-A32:01	HLA-B41:01	0.516666666666667	0.786516853932584
HLA-A32:01	HLA-B42:01	0.466666666666667	0.775280898876405
HLA-A32:01	HLA-B44:02	0.85	0.752808988764045
HLA-A32:01	HLA-B44:03	0.85	0.52808988764045
HLA-A32:01	HLA-B45:01	0.416666666666667	0.955056179775281
HLA-A32:01	HLA-B46:01	0.65	0.98876404494382
HLA-A32:01	HLA-B48:01	0.933333333333333	0.932584269662921
HLA-A32:01	HLA-B49:01	0.933333333333333	0.617977528089888
HLA-A32:01	HLA-B50:01	0.733333333333333	0.707865168539326
HLA-A32:01	HLA-B51:01	0.866666666666667	0.865168539325843
HLA-A32:01	HLA-B51:02	0.783333333333333	0.719101123595506
HLA-A32:01	HLA-B52:01	1	0.955056179775281
HLA-A32:01	HLA-B53:01	0.566666666666667	0.876404494382023
HLA-A32:01	HLA-B54:01	0.75	0.640449438202247
HLA-A32:01	HLA-B55:01	0.816666666666667	0.932584269662921
HLA-A32:01	HLA-B56:01	0.75	0.651685393258427
HLA-A32:01	HLA-B57:01	0.95	0.449438202247191
HLA-A32:01	HLA-B57:03	0.733333333333333	0.629213483146067
HLA-A32:01	HLA-B58:01	0.883333333333333	0.48314606741573
HLA-A32:01	HLA-B59:01	0.866666666666667	0.764044943820225
HLA-A32:01	HLA-B67:01	0.383333333333333	0.808988764044944
HLA-A32:01	HLA-B73:01	0.616666666666667	0.943820224719101
HLA-A32:01	HLA-B78:01	0.6	0.842696629213483
HLA-A32:01	HLA-B81:01	0.633333333333333	0.910112359550562
HLA-A32:01	HLA-B82:01	0.566666666666667	0.808988764044944
HLA-A32:01	HLA-C01:02	0.9	0.786516853932584
HLA-A32:01	HLA-C02:02	0.85	0.955056179775281
HLA-A32:01	HLA-C03:02	0.95	0.674157303370787
HLA-A32:01	HLA-C03:03	0.833333333333333	0.685393258426966
HLA-A32:01	HLA-C03:04	0.516666666666667	0.764044943820225
HLA-A32:01	HLA-C04:01	0.9	0.550561797752809
HLA-A32:01	HLA-C05:01	0.766666666666667	0.898876404494382
HLA-A32:01	HLA-C06:02	0.65	0.797752808988764
HLA-A32:01	HLA-C07:02	0.916666666666667	0.955056179775281
HLA-A32:01	HLA-C08:01	0.8	0.752808988764045
HLA-A32:01	HLA-C12:03	0.816666666666667	0.955056179775281
HLA-A32:01	HLA-C14:02	0.9	0.910112359550562
HLA-A32:01	HLA-C15:02	0.566666666666667	0.853932584269663
HLA-A32:01	HLA-C16:01	0.933333333333333	0.910112359550562
HLA-A32:01	HLA-C17:01	0.966666666666667	0.651685393258427
HLA-A32:01	HLA-C18:02	0.683333333333333	0.966292134831461
HLA-A33:01	HLA-A33:03	0.916666666666667	0.910112359550562
HLA-A33:01	HLA-A34:01	0.883333333333333	0.98876404494382
HLA-A33:01	HLA-A34:02	0.683333333333333	0.910112359550562
HLA-A33:01	HLA-A36:01	0.783333333333333	0.797752808988764
HLA-A33:01	HLA-A43:01	1	0.786516853932584
HLA-A33:01	HLA-A66:01	0.683333333333333	0.808988764044944
HLA-A33:01	HLA-A66:02	0.783333333333333	0.943820224719101
HLA-A33:01	HLA-A68:01	0.9	0.831460674157303
HLA-A33:01	HLA-A68:02	0.933333333333333	0.831460674157303
HLA-A33:01	HLA-A69:01	0.816666666666667	0.921348314606741
HLA-A33:01	HLA-A74:01	0.95	0.943820224719101
HLA-A33:01	HLA-A74:02	0.95	0.943820224719101
HLA-A33:01	HLA-A80:01	0.916666666666667	0.977528089887641
HLA-A33:01	HLA-B07:02	0.75	0.977528089887641
HLA-A33:01	HLA-B08:01	0.483333333333333	0.98876404494382
HLA-A33:01	HLA-B13:01	0.916666666666667	0.910112359550562
HLA-A33:01	HLA-B13:02	0.816666666666667	0.775280898876405
HLA-A33:01	HLA-B14:01	0.666666666666667	0.797752808988764
HLA-A33:01	HLA-B14:02	0.766666666666667	0.584269662921348
HLA-A33:01	HLA-B15:01	0.6	0.842696629213483
HLA-A33:01	HLA-B15:02	0.5	0.674157303370787
HLA-A33:01	HLA-B15:03	0.533333333333333	0.898876404494382
HLA-A33:01	HLA-B15:10	0.75	0.573033707865169
HLA-A33:01	HLA-B15:11	0.666666666666667	0.876404494382023
HLA-A33:01	HLA-B15:12	0.466666666666667	0.775280898876405
HLA-A33:01	HLA-B15:13	0.8	0.764044943820225
HLA-A33:01	HLA-B15:16	0.666666666666667	0.696629213483146
HLA-A33:01	HLA-B18:01	0.45	0.910112359550562
HLA-A33:01	HLA-B27:05	0.666666666666667	0.50561797752809
HLA-A33:01	HLA-B27:08	0.3	0.685393258426966
HLA-A33:01	HLA-B35:01	0.516666666666667	0.808988764044944
HLA-A33:01	HLA-B38:01	0.616666666666667	0.786516853932584
HLA-A33:01	HLA-B39:01	0.533333333333333	0.707865168539326
HLA-A33:01	HLA-B40:01	0.816666666666667	0.797752808988764
HLA-A33:01	HLA-B40:02	0.733333333333333	0.719101123595506
HLA-A33:01	HLA-B40:06	0.716666666666667	0.921348314606742
HLA-A33:01	HLA-B41:01	0.466666666666667	0.786516853932584
HLA-A33:01	HLA-B42:01	0.416666666666667	0.775280898876405
HLA-A33:01	HLA-B44:02	0.8	0.752808988764045
HLA-A33:01	HLA-B44:03	0.8	0.52808988764045
HLA-A33:01	HLA-B45:01	0.366666666666667	0.955056179775281
HLA-A33:01	HLA-B46:01	0.6	0.98876404494382
HLA-A33:01	HLA-B48:01	0.883333333333333	0.932584269662921
HLA-A33:01	HLA-B49:01	0.983333333333333	0.617977528089888
HLA-A33:01	HLA-B50:01	0.683333333333333	0.707865168539326
HLA-A33:01	HLA-B51:01	0.816666666666667	0.865168539325843
HLA-A33:01	HLA-B51:02	0.733333333333333	0.719101123595506
HLA-A33:01	HLA-B52:01	0.95	0.955056179775281
HLA-A33:01	HLA-B53:01	0.516666666666667	0.876404494382023
HLA-A33:01	HLA-B54:01	0.7	0.640449438202247
HLA-A33:01	HLA-B55:01	0.766666666666667	0.932584269662921
HLA-A33:01	HLA-B56:01	0.7	0.651685393258427
HLA-A33:01	HLA-B57:01	1	0.449438202247191
HLA-A33:01	HLA-B57:03	0.683333333333333	0.629213483146067
HLA-A33:01	HLA-B58:01	0.933333333333333	0.48314606741573
HLA-A33:01	HLA-B59:01	0.816666666666667	0.764044943820225
HLA-A33:01	HLA-B67:01	0.333333333333333	0.808988764044944
HLA-A33:01	HLA-B73:01	0.566666666666667	0.943820224719101
HLA-A33:01	HLA-B78:01	0.55	0.842696629213483
HLA-A33:01	HLA-B81:01	0.583333333333333	0.910112359550562
HLA-A33:01	HLA-B82:01	0.516666666666667	0.808988764044944
HLA-A33:01	HLA-C01:02	0.95	0.786516853932584
HLA-A33:01	HLA-C02:02	0.8	0.955056179775281
HLA-A33:01	HLA-C03:02	0.9	0.674157303370787
HLA-A33:01	HLA-C03:03	0.783333333333333	0.685393258426966
HLA-A33:01	HLA-C03:04	0.466666666666667	0.764044943820225
HLA-A33:01	HLA-C04:01	0.95	0.550561797752809
HLA-A33:01	HLA-C05:01	0.716666666666667	0.898876404494382
HLA-A33:01	HLA-C06:02	0.6	0.797752808988764
HLA-A33:01	HLA-C07:02	0.866666666666667	0.955056179775281
HLA-A33:01	HLA-C08:01	0.75	0.752808988764045
HLA-A33:01	HLA-C12:03	0.766666666666667	0.955056179775281
HLA-A33:01	HLA-C14:02	0.85	0.910112359550562
HLA-A33:01	HLA-C15:02	0.516666666666667	0.853932584269663
HLA-A33:01	HLA-C16:01	0.883333333333333	0.910112359550562
HLA-A33:01	HLA-C17:01	0.983333333333333	0.651685393258427
HLA-A33:01	HLA-C18:02	0.633333333333333	0.966292134831461
HLA-A33:03	HLA-A34:01	0.966666666666667	0.898876404494382
HLA-A33:03	HLA-A34:02	0.766666666666667	0.820224719101124
HLA-A33:03	HLA-A36:01	0.866666666666667	0.707865168539326
HLA-A33:03	HLA-A43:01	0.916666666666667	0.696629213483146
HLA-A33:03	HLA-A66:01	0.766666666666667	0.898876404494382
HLA-A33:03	HLA-A66:02	0.866666666666667	0.853932584269663
HLA-A33:03	HLA-A68:01	0.983333333333333	0.741573033707865
HLA-A33:03	HLA-A68:02	0.983333333333333	0.741573033707865
HLA-A33:03	HLA-A69:01	0.9	0.98876404494382
HLA-A33:03	HLA-A74:01	0.866666666666667	0.853932584269663
HLA-A33:03	HLA-A74:02	0.866666666666667	0.853932584269663
HLA-A33:03	HLA-A80:01	1	0.887640449438202
HLA-A33:03	HLA-B07:02	0.833333333333333	0.887640449438202
HLA-A33:03	HLA-B08:01	0.566666666666667	0.898876404494382
HLA-A33:03	HLA-B13:01	1	0.820224719101124
HLA-A33:03	HLA-B13:02	0.9	0.685393258426966
HLA-A33:03	HLA-B14:01	0.75	0.707865168539326
HLA-A33:03	HLA-B14:02	0.85	0.49438202247191
HLA-A33:03	HLA-B15:01	0.683333333333333	0.752808988764045
HLA-A33:03	HLA-B15:02	0.583333333333333	0.584269662921348
HLA-A33:03	HLA-B15:03	0.616666666666667	0.808988764044944
HLA-A33:03	HLA-B15:10	0.833333333333333	0.48314606741573
HLA-A33:03	HLA-B15:11	0.75	0.786516853932584
HLA-A33:03	HLA-B15:12	0.55	0.685393258426966
HLA-A33:03	HLA-B15:13	0.883333333333333	0.674157303370786
HLA-A33:03	HLA-B15:16	0.75	0.606741573033708
HLA-A33:03	HLA-B18:01	0.533333333333333	1
HLA-A33:03	HLA-B27:05	0.75	0.415730337078652
HLA-A33:03	HLA-B27:08	0.383333333333333	0.595505617977528
HLA-A33:03	HLA-B35:01	0.6	0.719101123595506
HLA-A33:03	HLA-B38:01	0.7	0.696629213483146
HLA-A33:03	HLA-B39:01	0.616666666666667	0.617977528089888
HLA-A33:03	HLA-B40:01	0.9	0.707865168539326
HLA-A33:03	HLA-B40:02	0.816666666666667	0.629213483146067
HLA-A33:03	HLA-B40:06	0.8	0.831460674157303
HLA-A33:03	HLA-B41:01	0.55	0.696629213483146
HLA-A33:03	HLA-B42:01	0.5	0.685393258426966
HLA-A33:03	HLA-B44:02	0.883333333333333	0.662921348314607
HLA-A33:03	HLA-B44:03	0.883333333333333	0.438202247191011
HLA-A33:03	HLA-B45:01	0.45	0.865168539325843
HLA-A33:03	HLA-B46:01	0.683333333333333	0.898876404494382
HLA-A33:03	HLA-B48:01	0.966666666666667	0.842696629213483
HLA-A33:03	HLA-B49:01	0.9	0.528089887640449
HLA-A33:03	HLA-B50:01	0.766666666666667	0.617977528089888
HLA-A33:03	HLA-B51:01	0.9	0.775280898876405
HLA-A33:03	HLA-B51:02	0.816666666666667	0.629213483146067
HLA-A33:03	HLA-B52:01	0.966666666666667	0.865168539325843
HLA-A33:03	HLA-B53:01	0.6	0.786516853932584
HLA-A33:03	HLA-B54:01	0.783333333333333	0.550561797752809
HLA-A33:03	HLA-B55:01	0.85	0.842696629213483
HLA-A33:03	HLA-B56:01	0.783333333333333	0.561797752808989
HLA-A33:03	HLA-B57:01	0.916666666666667	0.359550561797753
HLA-A33:03	HLA-B57:03	0.766666666666667	0.539325842696629
HLA-A33:03	HLA-B58:01	0.85	0.393258426966292
HLA-A33:03	HLA-B59:01	0.9	0.674157303370786
HLA-A33:03	HLA-B67:01	0.416666666666667	0.719101123595506
HLA-A33:03	HLA-B73:01	0.65	0.853932584269663
HLA-A33:03	HLA-B78:01	0.633333333333333	0.932584269662921
HLA-A33:03	HLA-B81:01	0.666666666666667	0.820224719101124
HLA-A33:03	HLA-B82:01	0.6	0.719101123595506
HLA-A33:03	HLA-C01:02	0.866666666666667	0.696629213483146
HLA-A33:03	HLA-C02:02	0.883333333333333	0.865168539325843
HLA-A33:03	HLA-C03:02	0.983333333333333	0.584269662921348
HLA-A33:03	HLA-C03:03	0.866666666666667	0.595505617977528
HLA-A33:03	HLA-C03:04	0.55	0.674157303370786
HLA-A33:03	HLA-C04:01	0.866666666666667	0.460674157303371
HLA-A33:03	HLA-C05:01	0.8	0.808988764044944
HLA-A33:03	HLA-C06:02	0.683333333333333	0.887640449438202
HLA-A33:03	HLA-C07:02	0.95	0.955056179775281
HLA-A33:03	HLA-C08:01	0.833333333333333	0.662921348314607
HLA-A33:03	HLA-C12:03	0.85	0.865168539325843
HLA-A33:03	HLA-C14:02	0.933333333333333	0.820224719101124
HLA-A33:03	HLA-C15:02	0.6	0.764044943820225
HLA-A33:03	HLA-C16:01	0.966666666666667	0.820224719101124
HLA-A33:03	HLA-C17:01	0.933333333333333	0.561797752808989
HLA-A33:03	HLA-C18:02	0.716666666666667	0.943820224719101
HLA-A34:01	HLA-A34:02	0.8	0.921348314606742
HLA-A34:01	HLA-A36:01	0.9	0.808988764044944
HLA-A34:01	HLA-A43:01	0.883333333333333	0.797752808988764
HLA-A34:01	HLA-A66:01	0.8	0.797752808988764
HLA-A34:01	HLA-A66:02	0.9	0.955056179775281
HLA-A34:01	HLA-A68:01	0.983333333333333	0.842696629213483
HLA-A34:01	HLA-A68:02	0.95	0.842696629213483
HLA-A34:01	HLA-A69:01	0.933333333333333	0.910112359550562
HLA-A34:01	HLA-A74:01	0.833333333333333	0.955056179775281
HLA-A34:01	HLA-A74:02	0.833333333333333	0.955056179775281
HLA-A34:01	HLA-A80:01	0.966666666666667	0.98876404494382
HLA-A34:01	HLA-B07:02	0.866666666666667	0.98876404494382
HLA-A34:01	HLA-B08:01	0.6	1
HLA-A34:01	HLA-B13:01	0.966666666666667	0.921348314606742
HLA-A34:01	HLA-B13:02	0.933333333333333	0.786516853932584
HLA-A34:01	HLA-B14:01	0.783333333333333	0.808988764044944
HLA-A34:01	HLA-B14:02	0.883333333333333	0.595505617977528
HLA-A34:01	HLA-B15:01	0.716666666666667	0.853932584269663
HLA-A34:01	HLA-B15:02	0.616666666666667	0.685393258426966
HLA-A34:01	HLA-B15:03	0.65	0.910112359550562
HLA-A34:01	HLA-B15:10	0.866666666666667	0.584269662921348
HLA-A34:01	HLA-B15:11	0.783333333333333	0.887640449438202
HLA-A34:01	HLA-B15:12	0.583333333333333	0.786516853932584
HLA-A34:01	HLA-B15:13	0.916666666666667	0.775280898876405
HLA-A34:01	HLA-B15:16	0.783333333333333	0.707865168539326
HLA-A34:01	HLA-B18:01	0.566666666666667	0.898876404494382
HLA-A34:01	HLA-B27:05	0.783333333333333	0.51685393258427
HLA-A34:01	HLA-B27:08	0.416666666666667	0.696629213483146
HLA-A34:01	HLA-B35:01	0.633333333333333	0.820224719101124
HLA-A34:01	HLA-B38:01	0.733333333333333	0.797752808988764
HLA-A34:01	HLA-B39:01	0.65	0.719101123595506
HLA-A34:01	HLA-B40:01	0.933333333333333	0.808988764044944
HLA-A34:01	HLA-B40:02	0.85	0.730337078651685
HLA-A34:01	HLA-B40:06	0.833333333333333	0.932584269662921
HLA-A34:01	HLA-B41:01	0.583333333333333	0.797752808988764
HLA-A34:01	HLA-B42:01	0.533333333333333	0.786516853932584
HLA-A34:01	HLA-B44:02	0.916666666666667	0.764044943820225
HLA-A34:01	HLA-B44:03	0.916666666666667	0.539325842696629
HLA-A34:01	HLA-B45:01	0.483333333333333	0.966292134831461
HLA-A34:01	HLA-B46:01	0.716666666666667	1
HLA-A34:01	HLA-B48:01	1	0.943820224719101
HLA-A34:01	HLA-B49:01	0.866666666666667	0.629213483146067
HLA-A34:01	HLA-B50:01	0.8	0.719101123595506
HLA-A34:01	HLA-B51:01	0.933333333333333	0.876404494382023
HLA-A34:01	HLA-B51:02	0.85	0.730337078651685
HLA-A34:01	HLA-B52:01	0.933333333333333	0.966292134831461
HLA-A34:01	HLA-B53:01	0.633333333333333	0.887640449438202
HLA-A34:01	HLA-B54:01	0.816666666666667	0.651685393258427
HLA-A34:01	HLA-B55:01	0.883333333333333	0.943820224719101
HLA-A34:01	HLA-B56:01	0.816666666666667	0.662921348314607
HLA-A34:01	HLA-B57:01	0.883333333333333	0.460674157303371
HLA-A34:01	HLA-B57:03	0.8	0.640449438202247
